length_m,load_n,moment_of_inertia_m4,material,deflection_m
1.0950957482299346,764.9233140428594,1.738653434321354e-06,aluminum,0.002517543528587507
1.725715628271427,272.39320246621185,1.697588154742936e-06,aluminum,0.0041244577567125075
1.0844932188235203,737.6732494541782,1.778087715462505e-06,composite,0.0035944264197210504
1.9359398227006261,260.23738738988555,1.3378887598047282e-06,aluminum,0.006923236247847941
1.1374079300378022,358.7238866907867,1.7846684991678328e-06,aluminum,0.0013654301026074628
1.9588802459090804,707.8871216407742,1.0889036854571233e-06,steel,0.0076718757546244565
1.8008841760850967,307.69524340765247,1.2329726737010184e-06,composite,0.010558138460585051
1.5936820044663542,448.1407587859819,1.0116266917013616e-06,composite,0.013160330492735507
1.782624104629547,469.9155799664757,1.360981447314286e-06,steel,0.0031548350580921985
1.795114838983086,347.1553838139258,1.2704720268985318e-06,composite,0.012053154929112467
1.9460270628173304,626.1471208015919,1.0891125396971745e-06,steel,0.006904036522676647
1.2533833538391872,710.8007896413224,1.7021368510769378e-06,aluminum,0.004166911616563458
1.5900758953583092,724.745083913343,1.1766161265339759e-06,composite,0.01860087407249893
1.0950491975644012,403.5932874419366,1.1273651961750029e-06,steel,0.0007561557047698295
1.6161657000241214,518.5102365726887,9.57068397020594e-07,aluminum,0.010570092998878414
1.1712913040927888,349.04384231939093,1.3265860421623382e-06,steel,0.0006466263357735292
1.5649506114724419,346.87790093008726,1.1635575546047624e-06,composite,0.008586667505886152
1.5724305140338497,296.75243771115447,1.2431274096091622e-06,aluminum,0.004404066337076807
1.4659851529812273,764.0114064845088,1.0831967151446632e-06,aluminum,0.00946191642156705
1.5226317755131227,732.7932971633479,1.7157865877838806e-06,composite,0.0108686994513349
1.763923390006588,666.4152279966154,1.9160040168256607e-06,aluminum,0.008806374864543148
1.7992447165120666,510.59691277263744,1.397518223346665e-06,composite,0.017005605213526277
1.4921532155754291,494.36474930712313,1.5715981080089991e-06,steel,0.001593492973504098
1.5995934415226123,517.8473997094989,1.8406067319280472e-06,steel,0.001780880402781798
1.9312362356901018,521.9408081462536,1.9985955648003905e-06,composite,0.014707077582355605
1.1197335885011228,460.7378508186142,1.5362197816757983e-06,composite,0.0033305528068042554
1.1171035659001105,279.0528997352405,1.8677353598478425e-06,aluminum,0.0009687128928341655
1.0877090119107684,275.39831172112156,1.8903298958667704e-06,aluminum,0.0008770904088478117
1.657863285040528,771.3498295074099,1.7497417853691467e-06,steel,0.00345105343850962
1.4186083007903796,489.2184557518103,1.3531176692877323e-06,composite,0.006756142767990783
1.7743214161418432,771.9233149431134,8.973848005086791e-07,composite,0.03228027842535263
1.6712314133085926,298.146126626066,8.189666665281606e-07,steel,0.0027924295772629774
1.3336377583282382,532.6499312239602,1.3726407599395094e-06,aluminum,0.004791189638964251
1.8983665473615359,324.63035201092356,1.3931774402415411e-06,aluminum,0.007533316443358169
1.7625321470706523,351.91076367596094,1.2888348654355668e-06,aluminum,0.007258758906972992
1.2705349409101756,218.03274725670727,1.4818008215496374e-06,composite,0.0023621384204239636
1.3641920177720541,271.3719864441268,1.4625952439653124e-06,steel,0.0008677880587693202
1.3144399802042628,750.1090445775175,1.8039356492392316e-06,steel,0.001528495251045212
1.1576116486249997,392.91979488939904,9.303885239147149e-07,steel,0.0010909660087715907
1.1477833725421918,564.877527148755,1.0702131993266545e-06,composite,0.006450533984181166
1.936127463375744,479.0084791935638,1.7516059747515564e-06,aluminum,0.008858466706579584
1.4379040371987533,440.27074714716696,1.8174042406683855e-06,composite,0.005608975650762311
1.38331982277741,519.1316548076409,1.9937890563450414e-06,aluminum,0.003160097725824073
1.729685708677378,312.3433667692049,1.8474944196645008e-06,steel,0.001465611861323354
1.5529930652528998,793.162339111746,1.8678788084867972e-06,aluminum,0.0075901607164810345
1.9361399868384623,690.9847212223178,1.1772175311558857e-06,steel,0.006760098704787003
1.7803014939093922,644.9687796389092,1.2819939608112516e-06,composite,0.019994442382498097
1.4793695641245403,481.2555782083715,1.1217021257846612e-06,composite,0.010431713851438967
1.3763594734808262,291.7262732758016,1.5275592778312586e-06,composite,0.0038720091251485942
1.9866315449243221,752.3995149641407,1.926566425048446e-06,aluminum,0.01469669876854964
1.7177602360036435,404.8322404290366,1.2135690638139413e-06,steel,0.0028279179565611373
1.951194660003841,230.06401381816028,1.4684021382577402e-06,steel,0.0019951856539654894
1.1184785772170414,405.4422060863772,1.155559556544182e-06,aluminum,0.002256426212160854
1.8505336791907827,676.6742182975306,1.0037599685272489e-06,aluminum,0.02140142596902689
1.6370738839912076,573.6252469929249,1.0342226357823868e-06,composite,0.018763865790103352
1.1219216783351125,650.5031508469158,8.695344134457559e-07,composite,0.00884432317542202
1.5882579999692208,676.1812303174265,1.939152227611109e-06,steel,0.0022846429958671343
1.6860963651054488,327.17276664832553,1.2834555302091554e-06,steel,0.0019898917078826624
1.0123026858886028,754.2699896559081,1.8009450704025297e-06,aluminum,0.0021795762192690833
1.4543179618417466,462.79376175222353,1.6175953672276293e-06,aluminum,0.00442544963845022
1.8253995111963213,583.4081895584987,1.0303053936933025e-06,steel,0.0055866511713371075
1.2953590253440899,201.3852635520452,1.0105546958949053e-06,composite,0.0031438408494718607
1.458548081798551,796.0210990467068,1.7743858418126537e-06,composite,0.010590082701424707
1.4423141270678932,368.53783157849307,1.1176540527434447e-06,aluminum,0.004581743242755634
1.3019273914424916,237.23786392409315,1.8959422204423708e-06,steel,0.000450775757285565
1.9184418955155542,474.9572249219084,9.680664856273888e-07,composite,0.02577523495456931
1.7812940354315159,277.41803430922505,1.6132503373453633e-06,steel,0.0017005672709049804
1.1105884109961104,291.3960260945454,1.7773686512371205e-06,aluminum,0.0010521167900626866
1.997034657837573,579.3696878181261,1.082307666098774e-06,composite,0.028671927703915332
1.8792000243077451,435.75643494213995,1.1314488361478792e-06,composite,0.01711765633084854
1.283908437864039,753.111470092997,1.957422663367042e-06,steel,0.0012716826649664093
1.8368965796609382,391.493896764842,1.11751712641539e-06,aluminum,0.009800771669034583
1.1064195318713828,635.7080770303407,1.3159484598800572e-06,steel,0.001082073412778487
1.9991047304742386,476.6596580929446,1.3190187118908392e-06,steel,0.004525822168108293
1.6656847361065368,595.9707806775673,1.1036416999156202e-06,aluminum,0.011632424827679328
1.650125015558797,559.8172140295942,1.7309493037245084e-06,composite,0.010347505799331715
1.0904407269841327,483.6703836553989,1.7262192118749863e-06,composite,0.0026318040471387397
1.8970333988966253,770.0366567746622,1.2539816170685426e-06,aluminum,0.02159151077309374
1.0289995032044694,405.6281856529735,1.8021509492968803e-06,steel,0.00042225272873451937
1.240828058041147,306.3413007495635,1.0556899212788029e-06,steel,0.0009247042357835825
1.143021875166635,606.8564365278969,8.051669308012143e-07,steel,0.001832669540174878
1.7767679406922186,707.6045367847453,1.4854008344668893e-06,steel,0.0043568931404852
1.1982042272128979,224.15224396395425,1.992893326942854e-06,steel,0.0003277627310556517
1.9106382271308853,469.77961305360833,8.463731717922615e-07,composite,0.029514623077044392
1.6562690393274901,735.4926138123958,1.0495976884501526e-06,steel,0.005065554373352192
1.0361627104946962,649.7711713537205,1.422697570984501e-06,steel,0.0008483438638334312
1.0054298341287005,795.084629898577,1.7719288837338448e-06,aluminum,0.00197938815532739
1.051657917014399,518.8482869583463,9.068504060900638e-07,steel,0.001120856760836846
1.6059251776477277,595.9974312806908,1.2742815845106731e-06,aluminum,0.009714643537029609
1.8014818108594153,381.48816868275685,1.6964909607558634e-06,steel,0.0021604455301103285
1.2385528206273886,768.5213597995954,1.2458518500876339e-06,steel,0.0021307745890950932
1.849408842923073,419.8012931339218,1.0266037045707667e-06,aluminum,0.011945357454327283
1.0572319401532604,643.1064276119771,1.0345949928759048e-06,composite,0.005500291559636816
1.8009638536416763,441.88412247144913,1.292058544297993e-06,aluminum,0.009633680220094589
1.9277954301722804,537.0913580377996,1.3753004897670694e-06,aluminum,0.013448679539806949
1.7721083991043804,631.8695210129277,1.8341773013792167e-06,aluminum,0.009208671961703543
1.6981207839786372,505.3604910508125,1.570702902281592e-06,steel,0.0026398622925754736
1.837980218655383,744.2517961457052,1.6284823454186015e-06,steel,0.004929939940954702
1.0401512995470665,451.58059275668614,1.9795846058430883e-06,aluminum,0.0013255988622732395
1.2017821107190554,588.2430788859951,1.2942121283611685e-06,steel,0.0013147054070215861
1.1249236793056432,405.4174599800325,1.2840252838989538e-06,composite,0.0034651121429687738
1.5045309901929866,444.89400093860786,1.908016361270975e-06,aluminum,0.0037016476246229542
1.7451881283288446,464.0300649401314,1.0950507044060704e-06,steel,0.0038977081123538425
1.6300118445763987,275.48421098737117,1.6757782955634398e-06,aluminum,0.003308355747186766
1.851131099761935,255.03420743540403,1.7054877658617616e-06,steel,0.001667133130184025
1.1552129924410908,600.4939538880548,9.173455969345317e-07,aluminum,0.005414054225869479
1.7346210919351615,593.3106430058314,1.3618776868323007e-06,composite,0.016740367676283844
1.1930414908689042,597.7458285260572,1.0406749655858647e-06,steel,0.0014474005577986698
1.2707587513178003,211.859867205615,1.0224503273629827e-06,aluminum,0.0019978280045122375
1.709904697281304,395.92810560306793,1.3565937325554514e-06,steel,0.0025816023463514923
1.9802047848986817,318.68590835551817,1.147315649009678e-06,aluminum,0.010707467464985907
1.6115436059770696,666.8908535264075,1.755272537151045e-06,steel,0.0026832236209060776
1.0545003149912957,716.378240837678,1.8891258696685787e-06,aluminum,0.0022564193559080734
1.6163089699275328,348.0082263356884,1.7632647263460387e-06,aluminum,0.004123530197599406
1.0423505515801672,600.7094953087918,1.1192370471459982e-06,steel,0.001074735007672787
1.8841457113668172,277.61768207496465,1.12896127242633e-06,aluminum,0.008311146019528546
1.7095782851006207,365.091515361028,1.1056740201409607e-06,composite,0.013150868397555948
1.1731278464225032,283.1926977400517,9.620457152674832e-07,composite,0.0035835271603225824
1.0917210058241982,370.11245995953755,1.9325580417244534e-06,steel,0.000434120679924522
1.1835332288803189,604.8419284095667,1.2824573577884833e-06,aluminum,0.003719195950269847
1.9800271795541926,746.1961461111515,1.0696273694550485e-06,composite,0.03890802734309568
1.4585606424584898,321.51344475451157,1.8160052606098922e-06,aluminum,0.002880383563102099
1.784080948341408,525.2474209704314,1.2790343631893485e-06,steel,0.003928653825498568
1.6364083421077769,620.8346607460594,8.421401733315998e-07,aluminum,0.016234223104930258
1.5724131499586373,771.7534810913394,9.943298842995574e-07,steel,0.005060291766463206
1.1451302546650497,566.0362897323043,1.567100408427404e-06,steel,0.0008774742135922168
1.946024453558095,353.0641586164284,1.7394863290060687e-06,aluminum,0.0072301211046450825
1.301342632514718,575.2868941483617,1.0531212661864554e-06,aluminum,0.006233390813651582
1.578017215807542,392.2946970068097,1.9008747071193706e-06,composite,0.006173805531956945
1.6997759445890661,785.6770344150247,1.8211965440625972e-06,aluminum,0.009359241645777056
1.6492331552453088,439.80568109818216,1.818056904873297e-06,composite,0.007951818486807472
1.9405944096955183,611.2566324566085,1.073193376159057e-06,aluminum,0.021900458094661065
1.148438989920058,213.9365494080551,8.606431863800692e-07,composite,0.002759207341354584
1.5083527384469422,440.0368676808532,1.8409082473791004e-06,steel,0.0012440687714161487
1.404034390740766,725.064567993507,1.1669602744862809e-06,steel,0.003137464701124392
1.474168729482618,566.1364666599475,1.542699657408231e-06,composite,0.009005717976751784
1.1192175261977446,466.3657318375858,1.7119602604408761e-06,composite,0.0028191599259949794
1.1340946098727653,761.5624996614356,9.539519102133442e-07,composite,0.008465489901334463
1.2780755457812574,712.3906256883374,1.7370060254228575e-06,steel,0.0015042646841924088
1.3047046037608312,393.329404293763,1.9262137507532787e-06,steel,0.0007353698899487589
1.42790321368135,526.7290412248037,1.674049958895691e-06,composite,0.007175067083390099
1.6109875470366282,493.89455365547764,1.3294672981766698e-06,aluminum,0.007706898517268464
1.634629117418263,579.3215000689174,1.8520137665020434e-06,steel,0.0023049570628840103
1.4118108965855702,400.46676017525334,1.4329491560870706e-06,composite,0.005867861947122394
1.4087831094286971,346.5230004595329,1.6937251133801049e-06,composite,0.004200216525600722
1.217628526696962,747.6031011533216,1.784607132630325e-06,steel,0.0013263367590704346
1.5883062484090082,754.3246996991038,1.699223434038807e-06,composite,0.012605715297852682
1.3170409113172379,705.9937314571873,1.1454258512577847e-06,composite,0.00958446583986406
1.0360598342773637,786.9226584587368,9.414126810869972e-07,aluminum,0.004628899178463342
1.4184000441568605,646.9949154678131,1.086006235234472e-06,aluminum,0.00847207344719552
1.4741326750901704,658.8003371371998,1.4034499243764238e-06,steel,0.002566376852454747
1.225592868204211,657.5540551775844,1.406332306751715e-06,composite,0.006505985380832441
1.5724579331221156,488.3645785653839,1.499173219177445e-06,composite,0.009231639860998756
1.5657719004319208,473.871316708563,1.2741222050574688e-06,composite,0.0109919048071088
1.7020021811103714,344.13576568940186,1.7442696577400331e-06,composite,0.007189063876054962
1.64794848220121,586.8915166155743,1.8957845004166494e-06,steel,0.002252890205780872
1.6524330565210317,373.5920816614007,1.0960700641753655e-06,aluminum,0.007313657634621062
1.316214151824043,354.68504582141264,1.6838278612422654e-06,aluminum,0.0025547855132566763
1.787432221985954,551.5768244576328,1.6135662230540535e-06,composite,0.013205791774803011
1.5491443835996794,445.9894329350259,1.4277085991351778e-06,aluminum,0.005750554383077069
1.43141819517989,331.3139652767793,1.0262362806489923e-06,aluminum,0.004190233205002548
1.626012480941057,689.6336100516987,1.7542787102992514e-06,steel,0.0028014544201517104
1.3606573344502544,716.3419515766255,1.952751542754599e-06,composite,0.006696783373140669
1.5127392446067582,300.6197118066686,1.666203598680336e-06,aluminum,0.0027026972074847004
1.7367056884822203,204.50421967999992,1.9014319959508807e-06,steel,0.0009572285357635668
1.8864028867237077,401.6779811176242,1.9810223179375995e-06,composite,0.009890685912621829
1.9210571972951915,678.5065014084515,1.2224608090870858e-06,steel,0.00586990396378364
1.503632925183099,703.5043197405946,1.5658682635116044e-06,steel,0.0026524334423700946
1.520275114740569,282.9974420696295,1.3687192851656935e-06,steel,0.0012977082047454492
1.7998704107638366,664.6015407098307,1.983954496235876e-06,aluminum,0.010138925597321807
1.3144506917442014,269.42250038565766,9.125693888092699e-07,steel,0.0011375621427183022
1.8373823623450685,434.0375540939175,1.2948498971566695e-06,composite,0.01543731377532351
1.4941416465174235,799.1657090071495,1.8506468534326834e-06,aluminum,0.007420643724373999
1.1158567243352684,315.5544939385459,1.1408615726318185e-06,steel,0.0006943724786893824
1.0720591470729437,292.37814954657586,1.7453514207666472e-06,steel,0.0003635045600303786
1.8419932110394632,453.68019952807606,1.2593397953363068e-06,aluminum,0.010364741903750923
1.055567916906878,571.8011155819169,1.97597424786819e-06,steel,0.0005729560368566168
1.2806114361336558,759.7404694479519,1.860235803708449e-06,composite,0.006493161964177927
1.3341300405015457,788.4926873198206,1.1615844291951384e-06,steel,0.0024434416694418576
1.172994445191594,241.7843819548368,1.724231736245426e-06,aluminum,0.0011189853822137625
1.3138933698019892,282.7985104087432,1.2042278525999224e-06,steel,0.0009886580905276014
1.7426925667250857,674.4427843375963,1.527635408258642e-06,steel,0.004018970668152619
1.0146828435600708,362.37929136251626,1.5901769220719503e-06,steel,0.00042601874590384174
1.8271734245206863,730.9094357038164,1.795514490902846e-06,steel,0.004176539597034758
1.8565480235745582,598.0719543374521,8.293410090584178e-07,composite,0.03405746021023195
1.3722615731915482,267.1068814284063,1.0641894693827595e-06,composite,0.004896032973544358
1.1536128990606347,699.5175709544043,1.6543013727062945e-06,composite,0.004612577052561603
1.6008404079450809,305.8138280048455,1.4762278843634448e-06,steel,0.0013481785340236998
1.1196725558648943,454.0972368077923,1.3947260938413717e-06,composite,0.003599658476192391
1.3649193610782526,531.3109571355981,8.662519480495765e-07,aluminum,0.008051509536092225
1.9584291809009724,500.45968944816696,1.2179310601537473e-06,steel,0.004889287847689404
1.9954644725836372,611.6977493690903,1.8381202782927779e-06,steel,0.004620305508828205
1.7721048913545856,591.6120409215531,8.370714044432386e-07,aluminum,0.018918208035954228
1.3109615099207663,795.2252033168329,1.2757234824377743e-06,aluminum,0.006900013318422109
1.6876650491660925,799.6531455345126,1.934177945204927e-06,steel,0.0033883870762234014
1.7054063654840128,509.87564158138457,8.610568814540176e-07,composite,0.022837824988579176
1.3878416951636496,257.1194521765184,1.699646901253564e-06,composite,0.0030078401366981935
1.6408886345861595,636.705979381231,1.1091351394184438e-06,aluminum,0.013116301667306306
1.0107276449756761,785.9984469299535,1.8399305985844068e-06,composite,0.003317846451021568
1.2090576586022415,390.9958325774122,1.6952815747512381e-06,composite,0.0031137542972675923
1.5250883029672613,476.7253315025443,1.8628462050300353e-06,composite,0.0064440756066333925
1.1637513042582959,454.86615488927356,1.059109748517519e-06,steel,0.0012499292423613672
1.1659068678765336,230.8514927341576,1.4375513057823259e-06,composite,0.0019295288629100496
1.8363042905502378,603.3586587340669,1.7351239322897608e-06,aluminum,0.010772626598883884
1.9891330026836056,412.00261704108067,1.0948396915939772e-06,composite,0.020174450599836954
1.5559694280284484,672.4783247789014,1.0768955663206602e-06,composite,0.016708271857482786
1.8390697308817134,699.2720451691916,8.32618560197102e-07,steel,0.009245377749372315
1.9903216643262724,692.7384719587072,1.9502183527705425e-06,aluminum,0.01372369432288856
1.1415958885687747,449.99959882392807,1.6520202560655479e-06,steel,0.0006108020924244774
1.448245613254351,392.9274093445397,1.5626724248122218e-06,steel,0.001339060598173235
1.3925727158419199,649.2924678002329,1.692793667233989e-06,aluminum,0.004867971754768132
1.080049283646185,680.8336603056338,1.4379355024345271e-06,composite,0.0047305533972669565
1.7553301727947446,494.7544678348197,1.3713605853084923e-06,composite,0.01439027916990847
1.433779027322593,735.8186117217818,1.3394386893482249e-06,aluminum,0.007902178009740234
1.4693269341904012,286.345217647135,1.5685270545243695e-06,steel,0.0010220602835187315
1.1506729738132402,727.4412677953761,1.0418419704708598e-06,aluminum,0.004908421519936573
1.1809266522308681,257.65713978312874,1.8656704340178435e-06,composite,0.001601140105637605
1.907103622156215,292.11531323276836,1.7741028454631182e-06,composite,0.008376770706273243
1.0446490889742788,520.3040079643763,1.2194763337424406e-06,steel,0.0008441976886445518
1.2328522849437062,240.51108811244902,1.4943311561750292e-06,steel,0.0004692065326810127
1.2920593303145282,231.6842608400662,9.692327599400176e-07,composite,0.003500749868674216
1.4901975424015865,200.3112464994233,1.9668154975203173e-06,steel,0.0005848578577374022
1.586445173014796,461.7899958165579,1.8834712251563402e-06,steel,0.001582393676518159
1.4932899758506666,664.7743287753378,1.9062770077990405e-06,steel,0.0018974385770195083
1.084115334556882,220.9030101679494,1.1985956572441419e-06,aluminum,0.0010291263410091558
1.2436674540557136,591.3545638795133,1.002961648859427e-06,aluminum,0.00529305197149524
1.8435883847625412,693.8763904497118,1.0541265961595722e-06,aluminum,0.019918036832515723
1.637588700478459,300.8005091467227,9.080016692541078e-07,steel,0.0025374777440461986
1.6491490501342745,288.11824089284255,9.441327561216612e-07,composite,0.009747767293018135
1.670203255351355,716.4805841723216,8.855654410218144e-07,composite,0.030236660124682332
1.7629030190395292,693.8747659700568,1.9877876830458484e-06,aluminum,0.008922790929436392
1.0581084817214474,523.3650597585122,8.888692200428883e-07,steel,0.0011228295010153177
1.3666083849326123,691.5199275763882,9.590504971416963e-07,aluminum,0.009573870416817338
1.5395274352616788,255.65364645469685,1.7927055147088837e-06,composite,0.003895285199419887
1.338456483297326,436.68891076325264,1.4962882600915318e-06,aluminum,0.003287333116109584
1.8444788732871866,642.6785336638237,1.7293006454831986e-06,steel,0.003856659433861511
1.4825725085872938,354.471175594378,1.5570944093271858e-06,aluminum,0.0038262545915204995
1.768627589459379,651.3973486601317,1.8586100843947375e-06,aluminum,0.010053603909869518
1.8520155168811692,502.50716263448834,1.5661610333176885e-06,aluminum,0.009444099917885323
1.504791482903498,650.1595927689398,1.426550111483781e-06,aluminum,0.007486333208845027
1.90955224387135,478.8077827143977,1.6552996325135595e-06,steel,0.0033719513319093028
1.5871239405369806,420.7426041330906,1.3368713021505315e-06,composite,0.008860610767957449
1.8502742988337217,331.5135298871794,1.2152765874856816e-06,aluminum,0.008324406084367561
1.3405907955915244,325.027604861009,1.3611829429402548e-06,aluminum,0.0027799544023331063
1.4988169585314852,650.8944863428376,1.0036569261182727e-06,aluminum,0.011150132981642327
1.5314110410045778,271.3462088203763,1.7558860757632296e-06,aluminum,0.0028430882742134585
1.1049797158960706,251.58941006656707,1.1128445376031335e-06,steel,0.0004999900305210427
1.3985525067015407,305.7748190132781,9.84237855604457e-07,composite,0.006227779821854286
1.917337672551676,305.20790687235313,1.0956226901398721e-06,steel,0.003381192286988998
1.6308322403647424,693.8645736841398,1.8104841821266876e-06,aluminum,0.007795440905287968
1.1775065824369675,439.1039740845274,1.1962415547172775e-06,steel,0.001028217356823354
1.338855635609605,794.2330744162895,1.6232598434070801e-06,steel,0.0019484840430442582
1.1916030096626997,282.3267546743674,1.827691556786887e-06,steel,0.0004144910641392953
1.0248231317985725,592.123895416186,8.932936003100505e-07,composite,0.005031997893916315
1.9274604585040267,469.23770432075037,1.7180292862136514e-06,aluminum,0.010131789773503952
1.4482073282568715,435.75090601824434,1.169198559654836e-06,aluminum,0.00542577652628481
1.3075350724207861,725.0505194324494,1.0599468370208512e-06,composite,0.012255889144535938
1.5984771915577367,785.3573874970398,1.6266817429435664e-06,steel,0.0032020907139088685
1.0073144562930156,723.7153752645072,1.8917559472798804e-06,aluminum,0.0019164848615854896
1.278022106600814,315.38040742107984,1.1540230504548743e-06,aluminum,0.0030856097198048373
1.7030334656988926,332.47875272536044,1.482600566461183e-06,aluminum,0.005068142682095505
1.6337697730692629,593.644327457038,1.1478009366193897e-06,steel,0.003402374248631186
1.9818059475425356,373.45014898291504,1.4651427028717134e-06,composite,0.015641500997626654
1.6203577096580442,640.835078468348,1.5462344367852085e-06,steel,0.0028171941947552318
